text,label
watch nigger lovers day cost coming,0
thats call white applesauce money,0
fucking coon,0
really get upset lightskin friends another cute dark skin sidekicklike im supposed cute darkie u knack wit,0
homo fuck fruity,0
shut lizard faggot nigger cunt,0
jhene aiko aint shit spiteful side hoe aint even fine,1
think imma patent disposable douche ketchup type packages bitches sanitary discreet hoe onthe,1
ebola sounds like hood hoe,0
dont fck wit luvv whos pussy better crazy bitch apparently thots,1
pussy,1
privileged nigger coming,0
nigga went go get homeboy texted u naw u bitch,1
yankees jeter let play entire inning thats fitting,2
labour,0
bitch caught body week ago everybody catching bullet holes,1
snail hoe parents left gonna gone mins snail ok snail hoe im horny af snail,1
dance monkey dance,2
cute japanese teen gets tiight pussy fucked suckingcock,1
enunciate da hood white trash,0
white bus drivers make white trash losangeles,0
bitch watch fucking mouth diy whore swear god thats slenderize line,0
manager new trademark pre order w red lust cherry white beanies,2
id rather hear neal degrasse tyson tell scientific mistakes assumptions wasp,2
birdits adenine planeits supermanu nbasuperheroes,2
ion care fuck hoe,0
crystal star leggy playful babe crystal star spreads pussy foryou,1
fuck fag,0
keep bitch spit,0
trying follow spooks nobelium offense,0
led christmas decor lights ft led fairy string light outdoorindoor,2
gay ass fairy,0
typical coon activity,0
huntin hard finally nailed near wedding koozie ive ever seen redneck,2
see crazy teabaggers given defunding obamacare moved along using veterans mvetmarch,2
never seen ignorant illiterate pieces shit life bring natl guard disperse trash,0
hoes like niggas cant hoes meet yo ass,1
many niggers store knooooooow stealing,0
hot press heres todd mcshays first postcombine nfl mock draft including new,2
inhabit south parcel pop lives rhode island hardly niggers,0
im trash,2
spending money hoes nigga aint fuck shit,0
bro rippin apa bird feet us redtail hawk,2
im n hate elissa fake ass cunt,1
puss fuck yo nigga whats pussy,0
marchland get mad marchmadness collegehoops indiana iubb hoosiers,2
okay closet weary,0
hate completely industry fags hope get nigerian summer flu,0
tony think yr rude little cunt likewise young even know real rock rol,0
hoe give number another nigga got man,0
bald oral sex gripe think time prosper,0
found australian president hoosiers team hoosierstate indiana iu iubb big tonight,2
wagon burner jk jk look pretty latino,2
food goodexcept rice cook bitch along monday week tootsies,2
tld hoe wrongs dnt make rite wanna sing,1
guess girls psycho bitches dgaf days smh yall dumbdont even know psycho tf outta,1
ordered chocolate chip cookies bitch gave fries smh couldnt even take shit back gon late work,1
thank charlie,2
graham crackers hazelnut coffee fave,2
thank hand candy charlie,2
bitches stupid yal cant know im bouta sta popping bitches,1
scientists recently discovered bitches fact trippin,1
fags,0
slap bitches,1
really bad california faggot marriage forced upon citizens stated illegal,0
lmaooo fag,1
hoes dont like,1
faggot,0
white trash observe football,0
pic red bone braids tiger back sale,2
apaheid pedestrian check show freedom papers darkies,0
every hoe theres nigga tryna save make turn good womanshe jus keep ignoring texts,1
jihadi work accident seven taliban fighters including top commander killed roadside bombs detonate prematurely h,2
nigga yes take ride bitch pleaseee,1
jealous niggas usually send hate threw bitches,1
accidentally ate pot brownie guess goes pledge drug free life lolz lmao college,2
bitches play sides get left middle,1
cant wait humble niggas inward playoffs good job hoes,0
lol actually bitch please choke nuts,1
really bitch,1
im making pollo la brasso today,2
bitch,1
dont mad cause yo bitch choosin put ass jacuzzi splash,1
acid chickenheaed,2
seem like da colored family gettin da way lately unity sayin,0
may equal dumb stump even sarah mocks obama,2
ad haitian charity water life mocks people use firstworldproblems hashtag juxtaposition,2
hey ladies ask question yall niggas fkn lame baddest bitches wit lamest niggas,1
wth playing missy mean seriously movie gone trash,2
ima side bitch time time stay place,1
boys dont wanna seem like bitch thats dont express feelings like us females,1
ppl expect august aslina nig new orleans,0
thats still pussy,1
im fag,0
hoes copy paste someone copying give props,1
steelers lost superbowl loaded black yellow gmix moms computer think youtube page still open,2
remember paused allstar game honor mariano rivera tbt,2
joe coez ultimate faggot fight proved,0
im hands time ta murk bitch,1
angel stop ing fugly bitch,1
alexas phone gave us colors julia bring foh yellow im dying racistaf,2
vitamin pussy nigga socks doesnt knock,0
soon bitches get come got one bitch cant wait tell ppl downfall come haters,1
sister bitch dont get way,1
already know trash tatted list things want inch nigga,0
iodine wanna sleep im outside nigger lol trying hang,0
love talk crazy suck niggah dick whole lotta spit let drip yea catch,1
im boutta deck bitch face,1
speculation bemock drafts finally draft day boleskombat stormwarning builtbyucf chargeon,2
one tht see hoes pattern stop tweet weeks come bac love tweets bout,1
bitch idiot troll spamblocked keep spewing ur shit,1
really cant nice bitches thats easiest way get cheated,1
eagles hrs till birds kick assbleedgreen,2
cause hoes go jail cause go hoes bloody n making call head honcho,0
ace dont bend mode queer thanks offer flattering,0
hate hoe already shit crack,0
old isle man white wandflower phone cuz hes fag,0
old white people complaining government tyranny like yankees upset players make much money,2
ms bids social christmas yet follow fairies campaign cle marketing,2
niggah pharrell whatever niggah name dont deserve shit white ass sunny song,0
jump nd floor window cuz im side bitch crib girl beatin door josh shaw,1
huhlast gamestampa balt yanks lost best pitcher please explain logic,2
ight nigga haha fucking queer take clear schedule,0
youre sole reason come chipotle incase didnt know keep good work babe,2
yes im white washed dont go around repping bonnet saying bunch ignorant nig terms,0
ohioans clowned kid like sooo warm fuck wrong minnesota well bitch karma teamed wit,1
lmaoooo nah im turning yah gonna believe bitch bg bitch,1
hey sir theater nigger uncle tom arent grand ole mississippi rest case,0
little scrawny white boys play ghetto rap music walk around,1
hoes need stop dressing yall kids migos rappers yall fucked lil nigga precious power ran,0
youre gonna hoe dont look relationships lost privilege decided hoe,1
uncle leo find iwatch trash,2
whats tink email im moving china slicing throat,0
dont talk hoe way,1
facebook needs buttons dislike cares retarded,1
know plenty hoes love niggas bitch fuckin niggas,1
wacko birds still pinch makedclisten,2
homeowner shoots armed suspect attacked pistol whisk,2
bro rippin apa antiophthalmic factor bird feet us redtail hawk,2
u still cur tho lol,2
lmao hoes best excuse happened lol hoe happened okay admit,1
jihadis taunting america spreading paranoia tents appeared video daesh training camp near mosul,2
cant owe pine tree state shit ion trust niccas,0
cause everyone loves yo bitch ass rite yea sure,1
gzs defense team paying media trash prosecution constantly,2
two birds one stone biggs,2
lmaoooo bird hand woh two bush,2
american government preaches bullying creating new generation pussies,1
many hoes whipped would thought still thralldom,0
fuck around waste time ill fuck bitch hate one friend love,1
apparently got chunky bday big bday present ever lol diettime,2
lonesome white trash asceain football,0
hey pussy still,1
white bitches win smh fucking hate,1
ight nigga haha fucking queer deliver clear schedule,0
know karmas real hope doin cool still stupid ass bitch aint fuckin yoooou,1
dont coon honkie,0
bitch dont talk like bro,1
im addicted ig twitter side bitch,1
bees mets yankees lost good clarence shepard day jr baseball,2
thanksgiving break bitches,1
bostons jihadi nest student arm muslim union joe america via,2
antiophthalmic factor ebloa case atomic number texas kill niggers might safe,0
headache bitch,1
remember va tech band cry us planet apes ready flip,2
sucksbitch cant even pretend dance,1
learned many retards find look trending topics,0
return trailer park trash transformthursday ladykimora vegasqueens vegasshowgirls,0
bitch ass nigga fuck hoes aint got manners realtalk,0
shoot pussy ima beat face mineral pitch,0
whod thought redneck hubby would claim hipster glasses,2
whipped upwards homemade pickled eggs home cripple made garlic,2
alsarabsss hes beaner smh tell hes mexican,0
get laid people theres one fag goes school catch ninja star face asap,0
nah girl aint gon able make tight since russ loss job back like damn bitch really,1
dude fuck faggot friday go bitch set standards make break bitch,1
get past boot camp go active years see really daily liberal pussy,0
bitch,1
ayo unblock ca tell garbage yo bitch ass playing,1
yass bitch yass,1
single life hitting zero like dont even want hoes,1
send damn beaners back belong newton us aint,0
photo kimora boobies unlock slice bitch kimorablac,1
last hours last hour half work trash existing,2
think unsold items thrift stores go garbage think great games embody trash dumps speak,2
opened clouds paing silkcan get room southside ghetto,1
nigga crackers type chase,0
real life fagot ever fight another man helium fucked girl gotta take l like man move,0
dont know know name somebody colder monkey faced immigrant,1
beef thing birds,2
work today niglet,0
shes dumb bitch shouldve said extra shit unnecessary lol relationship goals,1
im get money nigga da hoes love pine tree state,0
faggot,1
goes olive garden turns cracker goes black friday shopping turns antiophthalmic factor nigger,0
quadruplet hors back iphone haha jokes,2
kobe shoot piece paper trash,2
im american dont give shits beaners ship beaners back,0
seeing many basic bitches rn,1
week ago yall hoes wasnt sucking dick yall pros huj,1
strings attached boxes animal crackers originally put place box could hung christmas tree,2
know thats trash,2
ah nigga dat cares notion get involve hoe shit either gay broke aint getting enough pussy,0
tell chose trash environment trying save like hypocritical douc,2
look like welfare holler compared latinas date fuck need fashion makeup tips tbh,0
subtweet maine one time diy chink whore,0
trash,2
boolin bando wit bitches,1
bros hoes except chicks clothes everywhere,1
one goes psychopathology help people people immoral everyone works field pure trash,0
everybody fckn everybody bitch everybody shit thats life,1
